Query Video Name,Original Video Name,Query Video Length (seconds),Mean,Sigma,Predicted Answer,Expected Answer,Difference,Low Pass Filter,k for best match,Is Correct
video2_15_0_5_12990.mp4,video2,15,0,5,12990,12992,2,0,5,True
video2_16_0_0_10020.mp4,video2,16,0,0,10020,10023,3,0,5,True
video2_16_0_1_15750.mp4,video2,16,0,1,15750,15752,2,0,5,True
video2_16_0_2_19440.mp4,video2,16,0,2,19440,19442,2,0,5,True
video2_16_0_3_1740.mp4,video2,16,0,3,1740,1742,2,0,5,True
video2_16_0_4_10860.mp4,video2,16,0,4,10860,10860,0,0,5,True
video2_16_0_5_13350.mp4,video2,16,0,5,13350,13351,1,0,5,True
video2_17_0_0_17070.mp4,video2,17,0,0,17070,17072,2,0,5,True
video2_17_0_1_11040.mp4,video2,17,0,1,11040,11041,1,0,5,True
video2_17_0_2_11460.mp4,video2,17,0,2,11460,11461,1,0,5,True
video2_17_0_3_10110.mp4,video2,17,0,3,10110,10111,1,0,5,True
video2_17_0_4_6900.mp4,video2,17,0,4,6900,6902,2,0,5,True
video2_17_0_5_14190.mp4,video2,17,0,5,14190,14191,1,0,5,True
video2_18_0_0_17640.mp4,video2,18,0,0,17640,17642,2,0,5,True
video2_18_0_1_5100.mp4,video2,18,0,1,5100,5101,1,0,5,True
video2_18_0_2_20250.mp4,video2,18,0,2,20250,20252,2,0,5,True
video2_18_0_3_17310.mp4,video2,18,0,3,17310,17311,1,0,5,True
video2_18_0_4_20640.mp4,video2,18,0,4,20640,20642,2,0,5,True
video2_18_0_5_18180.mp4,video2,18,0,5,18180,18182,2,0,5,True
video2_19_0_0_540.mp4,video2,19,0,0,540,542,2,0,5,True
video2_19_0_1_2100.mp4,video2,19,0,1,2100,2102,2,0,5,True
video2_19_0_2_22110.mp4,video2,19,0,2,22110,22112,2,0,5,True
video2_19_0_3_21660.mp4,video2,19,0,3,21660,21662,2,0,5,True
video2_19_0_4_13950.mp4,video2,19,0,4,13950,13950,0,0,5,True
video2_19_0_5_19440.mp4,video2,19,0,5,19440,19442,2,0,5,True
video2_20_0_0_3180.mp4,video2,20,0,0,3180,3182,2,0,5,True
video2_20_0_1_12840.mp4,video2,20,0,1,12840,12841,1,0,5,True
video2_20_0_3_16740.mp4,video2,20,0,3,16740,16742,2,0,5,True
video2_20_0_4_1920.mp4,video2,20,0,4,1920,1922,2,0,5,True
video2_20_0_5_17340.mp4,video2,20,0,5,17340,17341,1,0,5,True
video3_10_0_0_9960.mp4,video3,10,0,0,9960,9962,2,0,5,True
video3_10_0_1_4230.mp4,video3,10,0,1,4230,4231,1,0,5,True
video3_10_0_2_14010.mp4,video3,10,0,2,14010,14014,4,0,5,False
video3_10_0_3_13260.mp4,video3,10,0,3,13260,13260,0,0,5,True
video3_10_0_4_4950.mp4,video3,10,0,4,4950,4952,2,0,5,True
video3_10_0_5_10200.mp4,video3,10,0,5,10200,10201,1,0,5,True
video3_11_0_0_17490.mp4,video3,11,0,0,17490,17491,1,0,5,True
video3_11_0_1_12060.mp4,video3,11,0,1,12060,12063,3,0,5,True
video3_11_0_2_9150.mp4,video3,11,0,2,9150,9154,4,0,5,False
video3_11_0_3_4050.mp4,video3,11,0,3,4050,4050,0,0,5,True
video3_11_0_4_1560.mp4,video3,11,0,4,1560,1560,0,0,5,True
video3_11_0_5_12900.mp4,video3,11,0,5,12900,12901,1,0,5,True
video3_12_0_0_19980.mp4,video3,12,0,0,19980,19983,3,0,5,True
video3_12_0_1_14100.mp4,video3,12,0,1,14100,14103,3,0,5,True
video3_12_0_2_7740.mp4,video3,12,0,2,7740,7742,2,0,5,True
video3_12_0_3_690.mp4,video3,12,0,3,690,691,1,0,5,True
video3_12_0_4_10380.mp4,video3,12,0,4,10380,10382,2,0,5,True
video3_12_0_5_17610.mp4,video3,12,0,5,17610,17608,2,0,5,True
video3_13_0_0_10080.mp4,video3,13,0,0,10080,10081,1,0,5,True
video3_13_0_1_6960.mp4,video3,13,0,1,6960,6961,1,0,5,True
video3_13_0_2_8040.mp4,video3,13,0,2,8040,8087,47,0,5,False
video3_13_0_3_16710.mp4,video3,13,0,3,16710,16712,2,0,5,True
video3_13_0_4_18690.mp4,video3,13,0,4,18690,18691,1,0,5,True
video3_13_0_5_11550.mp4,video3,13,0,5,11550,11558,8,0,5,False
video3_14_0_0_6810.mp4,video3,14,0,0,6810,6812,2,0,5,True
video3_14_0_1_4770.mp4,video3,14,0,1,4770,4771,1,0,5,True
video3_14_0_2_11550.mp4,video3,14,0,2,11550,11555,5,0,5,False
video3_14_0_3_19890.mp4,video3,14,0,3,19890,19892,2,0,5,True
video3_14_0_4_1020.mp4,video3,14,0,4,1020,1023,3,0,5,True
video3_14_0_5_1470.mp4,video3,14,0,5,1470,1469,1,0,5,True
video3_15_0_0_10890.mp4,video3,15,0,0,10890,10891,1,0,5,True
video3_15_0_1_19710.mp4,video3,15,0,1,19710,19713,3,0,5,True
video3_15_0_2_19140.mp4,video3,15,0,2,19140,19139,1,0,5,True
video3_15_0_3_5550.mp4,video3,15,0,3,5550,5553,3,0,5,True
video3_15_0_4_9000.mp4,video3,15,0,4,9000,9004,4,0,5,False
video3_15_0_5_2640.mp4,video3,15,0,5,2640,2642,2,0,5,True
video3_16_0_0_11610.mp4,video3,16,0,0,11610,11608,2,0,5,True
video3_16_0_1_15570.mp4,video3,16,0,1,15570,15571,1,0,5,True
video3_16_0_2_1620.mp4,video3,16,0,2,1620,1621,1,0,5,True
video3_16_0_3_9750.mp4,video3,16,0,3,9750,9752,2,0,5,True
video3_16_0_4_18960.mp4,video3,16,0,4,18960,18962,2,0,5,True
video3_16_0_5_13860.mp4,video3,16,0,5,13860,13863,3,0,5,True
video3_17_0_0_1560.mp4,video3,17,0,0,1560,1561,1,0,5,True
video3_17_0_1_13710.mp4,video3,17,0,1,13710,13711,1,0,5,True
video3_17_0_2_17340.mp4,video3,17,0,2,17340,17341,1,0,5,True
video3_17_0_3_16920.mp4,video3,17,0,3,16920,16921,1,0,5,True
video3_17_0_4_5670.mp4,video3,17,0,4,5670,5671,1,0,5,True
video3_17_0_5_13170.mp4,video3,17,0,5,13170,13170,0,0,5,True
video3_18_0_0_10980.mp4,video3,18,0,0,10980,10979,1,0,5,True
video3_18_0_1_15360.mp4,video3,18,0,1,15360,15362,2,0,5,True
video3_18_0_2_4560.mp4,video3,18,0,2,4560,4562,2,0,5,True
video3_18_0_3_9000.mp4,video3,18,0,3,9000,9004,4,0,5,False
video3_18_0_4_12960.mp4,video3,18,0,4,12960,12962,2,0,5,True
video3_18_0_5_15390.mp4,video3,18,0,5,15390,15394,4,0,5,False
video3_19_0_0_14370.mp4,video3,19,0,0,14370,14373,3,0,5,True
video3_19_0_1_9510.mp4,video3,19,0,1,9510,9512,2,0,5,True
video3_19_0_2_17850.mp4,video3,19,0,2,17850,17851,1,0,5,True
video3_19_0_3_4620.mp4,video3,19,0,3,4620,4622,2,0,5,True
video3_19_0_4_4560.mp4,video3,19,0,4,4560,4562,2,0,5,True
video3_19_0_5_4740.mp4,video3,19,0,5,4740,4741,1,0,5,True
video3_20_0_0_11670.mp4,video3,20,0,0,11670,11670,0,0,5,True
video3_20_0_1_1590.mp4,video3,20,0,1,1590,1591,1,0,5,True
video3_20_0_2_1680.mp4,video3,20,0,2,1680,1680,0,0,5,True
video3_20_0_3_1080.mp4,video3,20,0,3,1080,1081,1,0,5,True
video3_20_0_4_13680.mp4,video3,20,0,4,13680,13684,4,0,5,False
video3_20_0_5_16830.mp4,video3,20,0,5,16830,16832,2,0,5,True
video4_10_0_0_19350.mp4,video4,10,0,0,19350,19352,2,0,5,True
video4_10_0_1_11070.mp4,video4,10,0,1,11070,11073,3,0,5,True
video4_10_0_2_8880.mp4,video4,10,0,2,8880,8882,2,0,5,True
video4_10_0_3_5130.mp4,video4,10,0,3,5130,5131,1,0,5,True
video4_10_0_4_27330.mp4,video4,10,0,4,27330,27331,1,0,5,True
video4_10_0_5_22860.mp4,video4,10,0,5,22860,22720,140,0,5,False
video4_11_0_0_3630.mp4,video4,11,0,0,3630,3632,2,0,5,True
video4_11_0_1_3600.mp4,video4,11,0,1,3600,3602,2,0,5,True
video4_11_0_2_12090.mp4,video4,11,0,2,12090,12092,2,0,5,True
video4_11_0_3_8370.mp4,video4,11,0,3,8370,8371,1,0,5,True
video4_11_0_4_17880.mp4,video4,11,0,4,17880,17882,2,0,5,True
video4_11_0_5_16590.mp4,video4,11,0,5,16590,16592,2,0,5,True
video4_12_0_0_1170.mp4,video4,12,0,0,1170,1175,5,0,5,False
video4_12_0_1_6600.mp4,video4,12,0,1,6600,6600,0,0,5,True
video4_12_0_2_23910.mp4,video4,12,0,2,23910,23912,2,0,5,True
video4_12_0_3_13500.mp4,video4,12,0,3,13500,13502,2,0,5,True
video4_12_0_4_23340.mp4,video4,12,0,4,23340,23342,2,0,5,True
video4_12_0_5_25950.mp4,video4,12,0,5,25950,25951,1,0,5,True
video4_13_0_0_14010.mp4,video4,13,0,0,14010,14012,2,0,5,True
video4_13_0_1_21660.mp4,video4,13,0,1,21660,21662,2,0,5,True
video4_13_0_2_10470.mp4,video4,13,0,2,10470,10472,2,0,5,True
video4_13_0_3_2040.mp4,video4,13,0,3,2040,2041,1,0,5,True
video4_13_0_4_1650.mp4,video4,13,0,4,1650,1653,3,0,5,True
video4_13_0_5_1200.mp4,video4,13,0,5,1200,1205,5,0,5,False
video4_14_0_0_5100.mp4,video4,14,0,0,5100,5101,1,0,5,True
video4_14_0_1_2700.mp4,video4,14,0,1,2700,2702,2,0,5,True
video4_14_0_2_12030.mp4,video4,14,0,2,12030,12032,2,0,5,True
video4_14_0_3_2010.mp4,video4,14,0,3,2010,2010,0,0,5,True
video4_14_0_4_6240.mp4,video4,14,0,4,6240,6242,2,0,5,True
video4_14_0_5_28410.mp4,video4,14,0,5,28410,28412,2,0,5,True
video4_15_0_0_29250.mp4,video4,15,0,0,29250,29241,9,0,5,False
video4_15_0_1_3570.mp4,video4,15,0,1,3570,3572,2,0,5,True
video4_15_0_2_22440.mp4,video4,15,0,2,22440,22442,2,0,5,True
video4_15_0_3_7260.mp4,video4,15,0,3,7260,7262,2,0,5,True
video4_15_0_4_2640.mp4,video4,15,0,4,2640,2642,2,0,5,True
video4_15_0_5_17880.mp4,video4,15,0,5,17880,17882,2,0,5,True
video4_16_0_0_960.mp4,video4,16,0,0,960,961,1,0,5,True
video4_16_0_1_18990.mp4,video4,16,0,1,18990,18992,2,0,5,True
video4_16_0_2_23190.mp4,video4,16,0,2,23190,23193,3,0,5,True
video4_16_0_3_8790.mp4,video4,16,0,3,8790,8791,1,0,5,True
video4_16_0_4_20670.mp4,video4,16,0,4,20670,20672,2,0,5,True
video4_16_0_5_23160.mp4,video4,16,0,5,23160,23163,3,0,5,True
video4_17_0_0_26190.mp4,video4,17,0,0,26190,26192,2,0,5,True
video4_17_0_1_3780.mp4,video4,17,0,1,3780,3781,1,0,5,True
video4_17_0_2_29520.mp4,video4,17,0,2,29520,29528,8,0,5,False
video4_17_0_3_7230.mp4,video4,17,0,3,7230,7232,2,0,5,True
video4_17_0_4_13740.mp4,video4,17,0,4,13740,13741,1,0,5,True
video4_17_0_5_25860.mp4,video4,17,0,5,25860,25862,2,0,5,True
video4_18_0_0_2250.mp4,video4,18,0,0,2250,2252,2,0,5,True
video4_18_0_1_22290.mp4,video4,18,0,1,22290,22291,1,0,5,True
video4_18_0_2_24330.mp4,video4,18,0,2,24330,24321,9,0,5,False
video4_18_0_3_24210.mp4,video4,18,0,3,24210,24241,31,0,5,False
video4_18_0_4_210.mp4,video4,18,0,4,210,211,1,0,5,True
video4_18_0_5_15270.mp4,video4,18,0,5,15270,15270,0,0,5,True
video4_19_0_0_7200.mp4,video4,19,0,0,7200,7202,2,0,5,True
video4_19_0_1_16710.mp4,video4,19,0,1,16710,16712,2,0,5,True
video4_19_0_2_9840.mp4,video4,19,0,2,9840,9842,2,0,5,True
video4_19_0_3_27510.mp4,video4,19,0,3,27510,27512,2,0,5,True
video4_19_0_4_18930.mp4,video4,19,0,4,18930,18932,2,0,5,True
video4_19_0_5_13440.mp4,video4,19,0,5,13440,13443,3,0,5,True
video4_20_0_0_13590.mp4,video4,20,0,0,13590,13592,2,0,5,True
video4_20_0_1_17160.mp4,video4,20,0,1,17160,17162,2,0,5,True
video4_20_0_2_2970.mp4,video4,20,0,2,2970,2972,2,0,5,True
video4_20_0_3_3660.mp4,video4,20,0,3,3660,3662,2,0,5,True
video4_20_0_4_25860.mp4,video4,20,0,4,25860,25862,2,0,5,True
video4_20_0_5_16320.mp4,video4,20,0,5,16320,16322,2,0,5,True
video5_10_0_0_6660.mp4,video5,10,0,0,6660,14563,7903,0,5,False
video5_10_0_1_11730.mp4,video5,10,0,1,11730,11730,0,0,5,True
video5_10_0_2_120.mp4,video5,10,0,2,120,122,2,0,5,True
video5_10_0_3_11040.mp4,video5,10,0,3,11040,11041,1,0,5,True
video5_10_0_4_11760.mp4,video5,10,0,4,11760,11761,1,0,5,True
video5_10_0_5_3240.mp4,video5,10,0,5,3240,3243,3,0,5,True
video5_11_0_0_15150.mp4,video5,11,0,0,15150,15151,1,0,5,True
video5_11_0_1_12780.mp4,video5,11,0,1,12780,12781,1,0,5,True
video5_11_0_2_5190.mp4,video5,11,0,2,5190,5191,1,0,5,True
video5_11_0_4_2970.mp4,video5,11,0,4,2970,2972,2,0,5,True
video5_11_0_5_8940.mp4,video5,11,0,5,8940,14477,5537,0,5,False
video5_12_0_0_14610.mp4,video5,12,0,0,14610,14618,8,0,5,False
video5_12_0_2_3660.mp4,video5,12,0,2,3660,3662,2,0,5,True
video5_12_0_3_2880.mp4,video5,12,0,3,2880,2881,1,0,5,True
video5_12_0_4_8610.mp4,video5,12,0,4,8610,8612,2,0,5,True
video5_12_0_5_12780.mp4,video5,12,0,5,12780,12781,1,0,5,True
video5_13_0_0_9150.mp4,video5,13,0,0,9150,9149,1,0,5,True
video5_13_0_1_1380.mp4,video5,13,0,1,1380,1380,0,0,5,True
video5_13_0_2_9420.mp4,video5,13,0,2,9420,9420,0,0,5,True
video5_13_0_4_10380.mp4,video5,13,0,4,10380,10382,2,0,5,True
video5_13_0_5_8820.mp4,video5,13,0,5,8820,8823,3,0,5,True
video5_14_0_0_9990.mp4,video5,14,0,0,9990,9992,2,0,5,True
video5_14_0_1_2760.mp4,video5,14,0,1,2760,2761,1,0,5,True
video5_14_0_2_16290.mp4,video5,14,0,2,16290,16292,2,0,5,True
video5_14_0_3_10290.mp4,video5,14,0,3,10290,10292,2,0,5,True
video5_14_0_4_1440.mp4,video5,14,0,4,1440,1442,2,0,5,True
video5_14_0_5_1530.mp4,video5,14,0,5,1530,1526,4,0,5,False
video5_15_0_0_9600.mp4,video5,15,0,0,9600,9602,2,0,5,True
video5_15_0_1_1200.mp4,video5,15,0,1,1200,1203,3,0,5,True
video5_15_0_2_11400.mp4,video5,15,0,2,11400,11403,3,0,5,True
video5_15_0_3_6900.mp4,video5,15,0,3,6900,6899,1,0,5,True
video5_15_0_4_15600.mp4,video5,15,0,4,15600,15601,1,0,5,True
video5_15_0_5_6990.mp4,video5,15,0,5,6990,6991,1,0,5,True
video5_16_0_0_6990.mp4,video5,16,0,0,6990,6991,1,0,5,True
video5_16_0_1_14430.mp4,video5,16,0,1,14430,14432,2,0,5,True
video5_16_0_2_15870.mp4,video5,16,0,2,15870,15872,2,0,5,True
video5_16_0_3_9870.mp4,video5,16,0,3,9870,9872,2,0,5,True
video5_16_0_4_13950.mp4,video5,16,0,4,13950,13950,0,0,5,True
video5_16_0_5_17790.mp4,video5,16,0,5,17790,17791,1,0,5,True
video5_17_0_0_10770.mp4,video5,17,0,0,10770,10772,2,0,5,True
video5_17_0_1_7890.mp4,video5,17,0,1,7890,7891,1,0,5,True
video5_17_0_2_5280.mp4,video5,17,0,2,5280,5236,44,0,5,False
video5_17_0_3_2820.mp4,video5,17,0,3,2820,2822,2,0,5,True
video5_17_0_4_1410.mp4,video5,17,0,4,1410,1411,1,0,5,True
video5_17_0_5_11370.mp4,video5,17,0,5,11370,11372,2,0,5,True
video5_18_0_0_5760.mp4,video5,18,0,0,5760,5762,2,0,5,True
video5_18_0_1_9030.mp4,video5,18,0,1,9030,9030,0,0,5,True
video5_18_0_2_12060.mp4,video5,18,0,2,12060,12062,2,0,5,True
video5_18_0_3_7320.mp4,video5,18,0,3,7320,7323,3,0,5,True
video5_18_0_4_8310.mp4,video5,18,0,4,8310,8311,1,0,5,True
video5_18_0_5_4500.mp4,video5,18,0,5,4500,4502,2,0,5,True
video5_19_0_0_11550.mp4,video5,19,0,0,11550,11552,2,0,5,True
video5_19_0_1_6540.mp4,video5,19,0,1,6540,6541,1,0,5,True
video5_19_0_2_3750.mp4,video5,19,0,2,3750,3751,1,0,5,True
video5_19_0_3_13650.mp4,video5,19,0,3,13650,13652,2,0,5,True
video5_19_0_4_13410.mp4,video5,19,0,4,13410,13413,3,0,5,True
video5_19_0_5_6480.mp4,video5,19,0,5,6480,6481,1,0,5,True
video5_20_0_0_2520.mp4,video5,20,0,0,2520,2522,2,0,5,True
video5_20_0_1_7080.mp4,video5,20,0,1,7080,7081,1,0,5,True
video5_20_0_2_7530.mp4,video5,20,0,2,7530,7531,1,0,5,True
video5_20_0_3_5220.mp4,video5,20,0,3,5220,5221,1,0,5,True
video5_20_0_4_4440.mp4,video5,20,0,4,4440,4442,2,0,5,True
video6_10_0_0_22620.mp4,video6,10,0,0,22620,22622,2,0,5,True
video6_10_0_1_8280.mp4,video6,10,0,1,8280,8281,1,0,5,True
video6_10_0_2_4770.mp4,video6,10,0,2,4770,5676,906,0,5,False
video6_10_0_3_5280.mp4,video6,10,0,3,5280,5668,388,0,5,False
video6_10_0_4_21420.mp4,video6,10,0,4,21420,21419,1,0,5,True
video6_10_0_5_22320.mp4,video6,10,0,5,22320,22321,1,0,5,True
video6_11_0_1_1170.mp4,video6,11,0,1,1170,1171,1,0,5,True
video6_11_0_2_18450.mp4,video6,11,0,2,18450,18450,0,0,5,True
video6_11_0_3_16860.mp4,video6,11,0,3,16860,17856,996,0,5,False
video6_11_0_4_9600.mp4,video6,11,0,4,9600,5645,3955,0,5,False
video6_11_0_5_6720.mp4,video6,11,0,5,6720,17891,11171,0,5,False
video6_12_0_0_150.mp4,video6,12,0,0,150,151,1,0,5,True
video6_12_0_1_24570.mp4,video6,12,0,1,24570,21177,3393,0,5,False
video6_12_0_2_15540.mp4,video6,12,0,2,15540,15541,1,0,5,True
video6_12_0_3_12300.mp4,video6,12,0,3,12300,9284,3016,0,5,False
video6_12_0_4_13710.mp4,video6,12,0,4,13710,13711,1,0,5,True
video6_12_0_5_3300.mp4,video6,12,0,5,3300,3301,1,0,5,True
